scenario_id,label_detection,label_pipe,group,P2_mae,P2_rmse,P2_r2,P3_mae,P3_rmse,P3_r2,P5_mae,P5_rmse,P5_r2,P6_mae,P6_rmse,P6_r2,Q2a_mae,Q2a_rmse,Q2a_r2,Q4a_mae,Q4a_rmse,Q4a_r2,Q5a_mae,Q5a_rmse,Q5a_r2
scenario_00635,1,4,pipe-4,4e-06,8e-06,1.0,0.013822,0.039565,0.989751,0.201375,0.244085,0.966926,0.608037,0.743383,0.098652,1.1e-05,3e-05,0.985637,0.000238,0.00029,-0.323864,0.00012,0.000147,-1171.682129
scenario_00636,1,4,pipe-4,1.4e-05,2.1e-05,1.0,0.047275,0.0932,0.990858,1.117373,1.856808,0.778724,1.124251,1.463686,0.401063,3.3e-05,6.5e-05,0.986993,0.000368,0.000478,-0.031427,0.000205,0.000263,-13.645205
scenario_00637,1,4,pipe-4,7e-06,1.6e-05,1.0,0.013843,0.0399,0.989207,0.203792,0.243635,0.965754,0.613649,0.747956,0.035926,1.1e-05,3.1e-05,0.984895,0.000238,0.00029,-0.349458,0.000122,0.000148,0.0
scenario_00638,1,4,pipe-4,1.5e-05,2.3e-05,1.0,0.034488,0.063521,0.986502,0.855583,1.098252,-0.149833,1.37748,1.697194,0.668729,2.5e-05,4.5e-05,0.978155,0.000329,0.000344,-0.550148,0.000235,0.00027,0.33159
scenario_00639,1,4,pipe-4,4e-06,7e-06,1.0,0.006097,0.011871,0.986095,0.142743,0.192508,0.492278,0.163937,0.206577,0.268403,5e-06,1e-05,0.981712,6e-05,6.6e-05,-0.454533,3.4e-05,4.2e-05,-4.172491
scenario_00640,1,4,pipe-4,9e-06,1.2e-05,1.0,0.014468,0.021085,0.995518,0.615773,0.77887,0.583501,0.426904,0.489606,0.226439,1.1e-05,1.7e-05,0.993386,0.000147,0.000177,-0.439336,8.5e-05,9.7e-05,-27.365526
scenario_00641,1,4,pipe-4,1e-05,1.3e-05,1.0,0.0144,0.019871,0.992949,0.542161,0.684324,0.626873,0.435784,0.513923,-0.134637,1.2e-05,1.6e-05,0.989681,0.000133,0.00016,-0.336751,8.8e-05,0.000103,-10.024783
scenario_00642,1,4,pipe-4,1.7e-05,2.8e-05,1.0,0.028858,0.053366,0.989183,0.456878,0.598238,0.685139,0.335547,0.402049,0.779816,2.1e-05,3.8e-05,0.984903,0.000113,0.000138,-0.589637,6.7e-05,7.8e-05,-0.95212
scenario_00643,1,4,pipe-4,3e-06,5e-06,1.0,0.002361,0.004005,0.99697,0.104672,0.127795,0.840218,0.13779,0.168529,-0.224077,2e-06,3e-06,0.994931,5.3e-05,6.5e-05,-0.275713,2.9e-05,3.6e-05,0.0
scenario_00644,1,4,pipe-4,1.2e-05,1.5e-05,1.0,0.098501,0.180568,0.983207,0.586771,0.919607,0.777896,0.848393,1.45916,0.865122,6.8e-05,0.000125,0.973052,0.000127,0.000156,-10.990868,0.000147,0.000236,0.486436
scenario_00645,1,4,pipe-4,0.000865,0.002989,0.96956,0.003736,0.006413,0.993733,0.105732,0.126116,0.847718,0.140508,0.17037,-0.127531,2e-06,4e-06,0.995432,5.3e-05,6.5e-05,-0.322664,2.9e-05,3.6e-05,0.0
scenario_00646,1,4,pipe-4,5e-06,9e-06,1.0,0.002083,0.003561,0.999498,0.126822,0.153534,0.820357,0.314794,0.375823,-0.463945,2e-06,3e-06,0.99904,4.6e-05,5.3e-05,-1.965062,6.5e-05,7.8e-05,-9.242423
scenario_00647,1,4,pipe-4,3e-06,7e-06,1.0,0.002405,0.004042,0.998232,0.085901,0.10843,0.900066,0.112531,0.144754,0.607246,2e-06,3e-06,0.997236,4.9e-05,6e-05,-0.158547,2.4e-05,3.1e-05,-2.708952
scenario_00648,1,4,pipe-4,1.4e-05,3e-05,1.0,0.021278,0.042082,0.991374,0.231244,0.30174,0.845139,0.281006,0.320016,0.578162,1.7e-05,3.5e-05,0.982573,8e-05,8.9e-05,-0.028976,5.5e-05,6.3e-05,-3.495287
scenario_00649,1,4,pipe-4,0.002967,0.010271,0.738492,0.017002,0.05056,0.651734,0.117143,0.21176,0.577349,0.088879,0.123214,0.512095,1.2e-05,3.5e-05,0.62508,5e-05,6.2e-05,-0.237828,1.3e-05,1.7e-05,-14.375825
scenario_00650,1,4,pipe-4,0.001114,0.003808,0.99932,0.033728,0.044692,0.995807,0.975472,1.633492,0.70077,0.625684,0.849167,0.595857,2.5e-05,3.3e-05,0.993743,0.00018,0.000275,0.279966,0.000117,0.000159,-4.384821
scenario_00651,1,4,pipe-4,2e-06,5e-06,1.0,0.002333,0.004028,0.997405,0.104052,0.120473,0.84096,0.137589,0.16485,-0.148178,2e-06,3e-06,0.995771,5.3e-05,6.3e-05,-0.411277,2.9e-05,3.5e-05,0.0
scenario_00652,1,4,pipe-4,1.6e-05,2.2e-05,1.0,0.038769,0.06564,0.991789,0.762184,1.071418,0.214704,1.01176,1.557458,0.792363,2.9e-05,4.7e-05,0.98732,0.000166,0.000203,-4.160163,0.000164,0.000236,0.489328
scenario_00653,1,4,pipe-4,5e-06,7e-06,1.0,0.008896,0.01619,0.99058,0.327295,0.363298,0.746573,0.356192,0.394091,-0.052805,7e-06,1.3e-05,0.986943,0.000138,0.000156,-0.293077,7.3e-05,8e-05,-18.018511
scenario_00654,1,4,pipe-4,1e-05,1.4e-05,1.0,0.020199,0.035378,0.993183,0.843599,1.035407,0.628899,0.635485,0.731725,0.144241,1.5e-05,2.6e-05,0.990678,0.000225,0.000269,-0.508534,0.000125,0.000142,-59.357746
scenario_00655,1,4,pipe-4,0.003047,0.010531,0.977811,0.037038,0.064031,0.966011,0.801494,0.958935,0.637184,0.649616,0.765157,-0.268495,2.7e-05,4.6e-05,0.957969,0.000214,0.00025,-0.465639,0.000124,0.000148,-21.843994
scenario_00657,1,4,pipe-4,4e-06,7e-06,1.0,0.005403,0.01226,0.996148,0.293353,0.358195,0.817919,0.332005,0.405972,-0.021564,4e-06,1e-05,0.994122,0.000132,0.000161,-0.310341,6.9e-05,8.4e-05,0.0
scenario_00656,1,4,pipe-4,2.1e-05,3e-05,1.0,0.038503,0.082894,0.981071,0.617063,0.76136,0.69361,0.510152,0.581762,0.68949,2.7e-05,5.6e-05,0.975012,0.000192,0.000217,-1.083086,9.5e-05,0.000108,-2.701993
scenario_00658,1,4,pipe-4,1e-05,1.3e-05,1.0,0.095626,0.179864,0.98079,0.771073,0.96703,0.627726,1.027117,1.496646,0.841974,6.5e-05,0.000124,0.96829,0.000202,0.000208,-1.878266,0.000185,0.000246,0.44297
scenario_00659,1,4,pipe-4,6e-06,1e-05,1.0,0.005202,0.011844,0.996734,0.296048,0.358681,0.819513,0.333186,0.40611,0.022499,4e-06,1e-05,0.995195,0.000132,0.000161,-0.328464,6.9e-05,8.4e-05,0.0
scenario_00660,1,4,pipe-4,4e-06,9e-06,1.0,0.003812,0.007439,0.999044,0.26064,0.300844,0.835899,0.514005,0.5979,-0.742931,3e-06,6e-06,0.998478,0.000124,0.000142,-0.730767,0.000104,0.000121,-23.681496
scenario_00661,1,4,pipe-4,5e-06,1e-05,1.0,0.005325,0.012099,0.997003,0.273505,0.335405,0.848818,0.307075,0.378533,0.343743,4e-06,1e-05,0.995518,0.000128,0.000156,-0.258798,6.3e-05,7.8e-05,-23.065178
scenario_00663,1,4,pipe-4,4e-06,9e-06,1.0,0.005336,0.012054,0.996761,0.289861,0.350596,0.828531,0.325763,0.39721,0.126951,4e-06,1e-05,0.995094,0.000131,0.00016,-0.316451,6.7e-05,8.2e-05,-361.769714
scenario_00662,1,4,pipe-4,1e-05,2e-05,1.0,0.026971,0.051174,0.987823,0.421762,0.476675,0.801531,0.465424,0.518866,0.155858,2.1e-05,3.9e-05,0.977306,0.000158,0.000177,-0.161457,9.1e-05,0.000101,-10.415529
scenario_00664,1,4,pipe-4,1.2e-05,1.8e-05,1.0,0.034728,0.053598,0.995544,1.202057,1.933228,0.692841,0.825423,1.117025,0.482702,2.5e-05,3.9e-05,0.993303,0.000262,0.000359,0.108163,0.000155,0.000206,-8.011299
scenario_00665,1,4,pipe-4,4e-06,1e-05,1.0,0.005325,0.012168,0.996483,0.292133,0.349514,0.819108,0.331685,0.40213,0.008316,4e-06,1e-05,0.994685,0.000132,0.000159,-0.363005,6.9e-05,8.3e-05,0.0
scenario_00666,1,4,pipe-4,1.4e-05,1.9e-05,1.0,0.035446,0.063696,0.990044,0.913177,1.120846,-0.286457,1.153604,1.591184,0.755546,2.6e-05,4.5e-05,0.984258,0.000224,0.000248,-1.222564,0.000192,0.000245,0.450479
scenario_00667,1,4,pipe-4,7e-06,1e-05,1.0,0.016978,0.039582,0.985042,0.629076,0.712689,0.762843,0.630936,0.714121,-0.058985,1.3e-05,3.1e-05,0.979422,0.000241,0.000282,-0.296377,0.000124,0.000141,-57.257702
scenario_00668,1,4,pipe-4,1e-05,1.6e-05,1.0,0.032843,0.073738,0.984974,1.201736,1.452092,0.657731,0.932773,1.090514,0.093099,2.3e-05,5.1e-05,0.981016,0.00033,0.000394,-0.491643,0.000177,0.000203,-123.615868
scenario_00669,1,4,pipe-4,1.2e-05,1.6e-05,1.0,0.029269,0.058718,0.987129,1.109876,1.335654,0.677614,0.934381,1.11198,-0.216847,2.2e-05,4.3e-05,0.982669,0.000314,0.000372,-0.451512,0.000179,0.00021,-45.462112
scenario_00670,1,4,pipe-4,1.7e-05,2.8e-05,1.0,0.057653,0.142748,0.963929,0.938112,1.086313,0.713633,0.812141,0.912973,0.545586,3.8e-05,9e-05,0.955731,0.000296,0.000336,-0.941348,0.000148,0.000162,-7.315713
scenario_00671,1,4,pipe-4,8e-06,1.3e-05,1.0,0.01387,0.039612,0.988745,0.601924,0.736578,0.789738,0.609825,0.746675,0.019461,1.1e-05,3.1e-05,0.98413,0.000237,0.00029,-0.320579,0.000121,0.000148,0.0
scenario_00672,1,4,pipe-4,8e-06,1.2e-05,1.0,0.094589,0.179735,0.976526,1.070681,1.139598,0.147494,1.285584,1.602819,0.787878,6.4e-05,0.000124,0.959784,0.000303,0.000308,-0.816989,0.000235,0.000271,0.323771
scenario_00673,1,4,pipe-4,8e-06,1.5e-05,1.0,0.013542,0.038718,0.989806,0.60483,0.737295,0.790732,0.610931,0.74675,0.043327,1e-05,3e-05,0.985924,0.000237,0.00029,-0.330516,0.000121,0.000148,0.0
scenario_00674,1,4,pipe-4,5e-06,9e-06,1.0,0.01015,0.028327,0.994973,0.566375,0.652616,0.805781,0.797694,0.933961,-0.491994,8e-06,2.1e-05,0.992961,0.000228,0.000268,-0.518534,0.000156,0.000182,-54.922001
scenario_00675,1,4,pipe-4,6e-06,1.3e-05,1.0,0.013613,0.039228,0.990243,0.580732,0.711504,0.809389,0.585308,0.718818,0.222412,1e-05,3e-05,0.986387,0.000233,0.000285,-0.291153,0.000116,0.000142,-79.047623
scenario_00676,1,4,pipe-4,6e-06,9e-06,1.0,0.039336,0.081458,0.976805,0.73142,0.823245,0.773079,0.750175,0.847924,-0.106184,2.8e-05,5.6e-05,0.963823,0.000262,0.000302,-0.229388,0.000143,0.000159,-27.642708
scenario_00677,1,4,pipe-4,4e-06,7e-06,1.0,0.013546,0.038992,0.989903,0.598218,0.7286,0.79621,0.603509,0.737825,0.099336,1e-05,3e-05,0.985835,0.000236,0.000288,-0.323801,0.00012,0.000146,-1156.056396
scenario_00678,1,4,pipe-4,1e-05,1.5e-05,1.0,0.046767,0.092283,0.990987,1.592463,2.373983,0.689959,1.119115,1.457618,0.402593,3.2e-05,6.4e-05,0.987162,0.000367,0.000476,-0.029747,0.000204,0.000262,-13.547486
scenario_00679,1,4,pipe-4,7e-06,1.6e-05,1.0,0.013687,0.039348,0.989351,0.600042,0.72687,0.790506,0.609277,0.742585,0.035793,1.1e-05,3e-05,0.985081,0.000237,0.000288,-0.349569,0.000121,0.000147,0.0
scenario_00681,1,4,pipe-4,6e-06,8e-06,1.0,0.006133,0.011882,0.986057,0.216102,0.250067,0.330014,0.163112,0.205995,0.270972,5e-06,1e-05,0.981651,5.9e-05,6.6e-05,-0.458014,3.3e-05,4.2e-05,-4.139291
scenario_00680,1,4,pipe-4,1.5e-05,2.1e-05,1.0,0.034584,0.063526,0.986554,1.161256,1.296755,-0.299996,1.373153,1.695096,0.670463,2.5e-05,4.5e-05,0.978242,0.000327,0.000342,-0.55449,0.000234,0.00027,0.33399
scenario_00682,1,4,pipe-4,8e-06,1.1e-05,1.0,0.014448,0.021013,0.995535,0.702143,0.875269,0.513889,0.4259,0.488466,0.227129,1.1e-05,1.7e-05,0.993405,0.000146,0.000177,-0.438454,8.5e-05,9.7e-05,-27.242128
scenario_00683,1,4,pipe-4,1e-05,1.1e-05,1.0,0.014277,0.019649,0.993071,0.626147,0.775621,0.557298,0.434508,0.512451,-0.13269,1.2e-05,1.6e-05,0.989849,0.000133,0.000159,-0.335161,8.8e-05,0.000102,-9.967919
scenario_00684,1,4,pipe-4,1.9e-05,2.6e-05,1.0,0.029253,0.053583,0.989079,0.516855,0.657534,0.63555,0.334935,0.401544,0.779964,2.2e-05,3.8e-05,0.984736,0.000113,0.000138,-0.58436,6.7e-05,7.8e-05,-0.947178
scenario_00685,1,4,pipe-4,4e-06,8e-06,1.0,0.002285,0.003884,0.997107,0.179287,0.218643,0.651574,0.136861,0.167391,-0.225204,2e-06,3e-06,0.995134,5.3e-05,6.4e-05,-0.275349,2.9e-05,3.5e-05,0.0
scenario_00687,1,4,pipe-4,4e-06,6e-06,1.0,0.002365,0.004118,0.99738,0.181668,0.218757,0.658163,0.138273,0.167736,-0.108252,2e-06,4e-06,0.996004,5.3e-05,6.4e-05,-0.322651,2.9e-05,3.5e-05,0.0
scenario_00686,1,4,pipe-4,1.1e-05,1.5e-05,1.0,0.098577,0.180577,0.983217,0.658171,0.931882,0.762709,0.847807,1.459076,0.865206,6.8e-05,0.000125,0.973071,0.000126,0.000156,-11.159414,0.000147,0.000236,0.486553
scenario_00688,1,4,pipe-4,4e-06,9e-06,1.0,0.002018,0.003541,0.999502,0.166235,0.193489,0.744653,0.313652,0.374656,-0.458269,2e-06,3e-06,0.999047,4.5e-05,5.3e-05,-1.984154,6.5e-05,7.8e-05,-9.183317
scenario_00689,1,4,pipe-4,3e-06,6e-06,1.0,0.002386,0.003964,0.99828,0.160295,0.197648,0.747714,0.11166,0.143698,0.609658,2e-06,3e-06,0.997313,4.9e-05,6e-05,-0.157529,2.3e-05,3e-05,-2.658561
scenario_00690,1,4,pipe-4,8e-06,1.7e-05,1.0,0.021179,0.042102,0.991367,0.307339,0.364885,0.784419,0.280505,0.319227,0.580167,1.7e-05,3.5e-05,0.982595,7.9e-05,8.9e-05,-0.028073,5.5e-05,6.3e-05,-3.475253
scenario_00691,1,4,pipe-4,2e-06,4e-06,1.0,0.002428,0.004183,0.997585,0.175916,0.211314,0.685206,0.130667,0.158947,0.177903,2e-06,4e-06,0.996039,5.2e-05,6.3e-05,-0.293162,2.8e-05,3.3e-05,-59.784527
scenario_00693,1,4,pipe-4,4e-06,7e-06,1.0,0.002329,0.004016,0.997384,0.178416,0.210661,0.643461,0.136755,0.163833,-0.150506,2e-06,3e-06,0.995742,5.3e-05,6.3e-05,-0.411793,2.9e-05,3.5e-05,0.0
scenario_00692,1,4,pipe-4,7e-06,1.3e-05,1.0,0.02931,0.041736,0.996338,1.054329,1.750871,0.668842,0.659588,0.89593,0.549502,2.2e-05,3.1e-05,0.994396,0.000183,0.000279,0.257271,0.000126,0.000168,-4.993527
scenario_00694,1,4,pipe-4,1.2e-05,2e-05,1.0,0.03879,0.065627,0.991801,0.820181,1.084005,0.153232,1.011322,1.55737,0.792499,2.9e-05,4.7e-05,0.987343,0.000165,0.000203,-4.192509,0.000163,0.000236,0.489412
scenario_00695,1,4,pipe-4,4e-06,6e-06,1.0,0.008925,0.0161,0.990552,0.523639,0.58745,0.523867,0.353968,0.391627,-0.052399,7e-06,1.3e-05,0.986911,0.000137,0.000155,-0.293217,7.2e-05,8e-05,-17.781048
scenario_00696,1,4,pipe-4,1.1e-05,1.7e-05,1.0,0.020341,0.035352,0.993146,1.072012,1.30318,0.500669,0.633092,0.728917,0.144178,1.5e-05,2.6e-05,0.990619,0.000224,0.000268,-0.508447,0.000124,0.000141,-58.882748
scenario_00697,1,4,pipe-4,8e-06,1e-05,1.0,0.018661,0.028159,0.993357,0.984648,1.188408,0.528283,0.638352,0.753954,-0.243927,1.5e-05,2.2e-05,0.990521,0.00021,0.000247,-0.446759,0.000126,0.000148,-21.841196
scenario_00699,1,4,pipe-4,3e-06,7e-06,1.0,0.005324,0.012086,0.996201,0.492957,0.602413,0.618987,0.329719,0.403171,-0.022255,4e-06,1e-05,0.994198,0.000131,0.00016,-0.310164,6.8e-05,8.3e-05,0.0
scenario_00698,1,4,pipe-4,1.5e-05,2.4e-05,1.0,0.03862,0.082476,0.981185,0.832038,0.974866,0.5685,0.507749,0.579405,0.690484,2.7e-05,5.6e-05,0.97514,0.000191,0.000216,-1.082645,9.5e-05,0.000107,-2.671766
scenario_00700,1,4,pipe-4,1.1e-05,1.4e-05,1.0,0.095668,0.179865,0.980824,0.96186,1.065615,0.497146,1.024815,1.495967,0.842336,6.5e-05,0.000124,0.968358,0.000201,0.000207,-1.901968,0.000184,0.000246,0.443749
scenario_00701,1,4,pipe-4,6e-06,1.1e-05,1.0,0.005224,0.011736,0.996747,0.495617,0.602925,0.622184,0.330971,0.403396,0.021656,4e-06,1e-05,0.995212,0.000131,0.00016,-0.328435,6.8e-05,8.3e-05,0.0
scenario_00702,1,4,pipe-4,4e-06,9e-06,1.0,0.003735,0.007299,0.999068,0.461517,0.52739,0.628852,0.511097,0.594535,-0.744685,3e-06,6e-06,0.998513,0.000123,0.000141,-0.735506,0.000104,0.00012,-23.425867
scenario_00703,1,4,pipe-4,3e-06,7e-06,1.0,0.005289,0.011918,0.997054,0.472672,0.57877,0.664207,0.304829,0.375782,0.345339,4e-06,1e-05,0.995594,0.000127,0.000155,-0.258287,6.3e-05,7.7e-05,-22.731375
scenario_00704,1,4,pipe-4,1.3e-05,3.3e-05,1.0,0.027028,0.0512,0.987793,0.625425,0.703403,0.642673,0.463185,0.516426,0.159354,2.1e-05,3.9e-05,0.977165,0.000157,0.000176,-0.160512,9e-05,0.0001,-10.30598
scenario_00705,1,4,pipe-4,3e-06,5e-06,1.0,0.005267,0.011876,0.996811,0.489332,0.594738,0.634058,0.323468,0.3944,0.127321,4e-06,1e-05,0.995164,0.00013,0.000158,-0.316322,6.7e-05,8.1e-05,-356.921112
scenario_00706,1,4,pipe-4,1.2e-05,1.8e-05,1.0,0.034529,0.053369,0.995566,1.449295,2.201405,0.635351,0.823619,1.114259,0.483494,2.5e-05,3.9e-05,0.993327,0.000261,0.000359,0.109631,0.000155,0.000206,-7.971268
scenario_00707,1,4,pipe-4,4e-06,9e-06,1.0,0.005246,0.012002,0.996529,0.491376,0.593229,0.616599,0.329381,0.399314,0.007941,4e-06,1e-05,0.994753,0.000131,0.000158,-0.363229,6.8e-05,8.2e-05,0.0
scenario_00708,1,4,pipe-4,1.7e-05,2.2e-05,1.0,0.035569,0.063743,0.990058,1.067587,1.21957,-0.582451,1.15202,1.590643,0.756065,2.6e-05,4.5e-05,0.984282,0.000223,0.000248,-1.235031,0.000192,0.000245,0.45116
scenario_00709,1,4,pipe-4,7e-06,1e-05,1.0,0.016676,0.039035,0.98521,1.013254,1.175142,0.535396,0.626348,0.70864,-0.05889,1.3e-05,3e-05,0.979635,0.00024,0.00028,-0.296247,0.000124,0.00014,-56.459641
scenario_00710,1,4,pipe-4,1e-05,1.7e-05,1.0,0.032851,0.073042,0.985108,1.643219,1.983388,0.489286,0.927949,1.084595,0.093235,2.3e-05,5.1e-05,0.981157,0.000328,0.000392,-0.492077,0.000176,0.000202,-122.353958
scenario_00711,1,4,pipe-4,1.3e-05,1.7e-05,1.0,0.028832,0.057751,0.987373,1.539162,1.849405,0.507285,0.928067,1.104253,-0.217185,2.1e-05,4.2e-05,0.982968,0.000312,0.000369,-0.451763,0.000178,0.000209,-44.903984
scenario_00712,1,4,pipe-4,2.2e-05,3.4e-05,1.0,0.057108,0.141505,0.964301,1.356186,1.558686,0.535583,0.806804,0.906883,0.54793,3.8e-05,9e-05,0.956143,0.000294,0.000334,-0.944384,0.000147,0.000161,-7.218424
scenario_00713,1,4,pipe-4,5e-06,1.3e-05,1.0,0.013621,0.039037,0.988905,0.992543,1.214563,0.579834,0.605311,0.741134,0.019538,1.1e-05,3e-05,0.984339,0.000235,0.000288,-0.320499,0.00012,0.000147,0.0
scenario_00714,1,4,pipe-4,1e-05,1.3e-05,1.0,0.094655,0.179744,0.976605,1.442704,1.457711,-0.48223,1.281188,1.600561,0.789058,6.4e-05,0.000124,0.959941,0.000301,0.000307,-0.823911,0.000234,0.000271,0.326335
scenario_00715,1,4,pipe-4,6e-06,1.5e-05,1.0,0.013372,0.038152,0.989957,0.995437,1.215337,0.581732,0.606481,0.741282,0.04334,1e-05,2.9e-05,0.986118,0.000236,0.000288,-0.330507,0.000121,0.000147,0.0
scenario_00716,1,4,pipe-4,4e-06,9e-06,1.0,0.009965,0.027768,0.99509,0.958156,1.123999,0.582924,0.792122,0.927287,-0.496105,8e-06,2.1e-05,0.993115,0.000226,0.000266,-0.520437,0.000155,0.000181,-54.20435
scenario_00717,1,4,pipe-4,8e-06,1.5e-05,1.0,0.013543,0.038698,0.990371,0.970473,1.188362,0.607378,0.580983,0.713504,0.223384,1e-05,3e-05,0.986551,0.000231,0.000283,-0.290873,0.000115,0.000141,-77.942558
scenario_00718,1,4,pipe-4,1e-05,1.3e-05,1.0,0.039075,0.080821,0.977032,1.128781,1.297592,0.569933,0.745523,0.842363,-0.104277,2.8e-05,5.6e-05,0.964076,0.00026,0.0003,-0.228739,0.000142,0.000158,-27.302666
scenario_00719,1,4,pipe-4,4e-06,6e-06,1.0,0.013588,0.038462,0.990033,0.988288,1.206029,0.588995,0.599272,0.732618,0.099099,1e-05,3e-05,0.985999,0.000235,0.000286,-0.323741,0.000119,0.000145,-1140.419067
scenario_00720,1,4,pipe-4,1.3e-05,2.1e-05,1.0,0.046708,0.091611,0.991067,2.067207,2.913313,0.595192,1.114359,1.452335,0.403468,3.2e-05,6.4e-05,0.987264,0.000365,0.000474,-0.028065,0.000203,0.000261,-13.44898
scenario_00721,1,4,pipe-4,6e-06,1.4e-05,1.0,0.013509,0.038785,0.989503,0.989909,1.203948,0.57878,0.604856,0.737156,0.035731,1e-05,3e-05,0.985273,0.000235,0.000286,-0.349683,0.00012,0.000146,0.0
scenario_00722,1,4,pipe-4,1.3e-05,2e-05,1.0,0.034633,0.063611,0.986572,1.522488,1.620674,-0.560231,1.368744,1.692989,0.672198,2.5e-05,4.5e-05,0.978266,0.000326,0.00034,-0.558954,0.000233,0.000269,0.336387
scenario_00723,1,5,pipe-5,4e-06,6e-06,1.0,0.006163,0.011904,0.986148,0.215724,0.249738,-0.477067,0.10279,0.17066,0.58549,5e-06,1e-05,0.981833,4.5e-05,5.1e-05,-14862.042969,7.3e-05,8.1e-05,-0.408909
scenario_00724,1,5,pipe-5,9e-06,1.4e-05,1.0,0.014703,0.021394,0.995499,0.350858,0.50177,0.77929,0.353717,0.412044,0.546052,1.2e-05,1.7e-05,0.993368,6.8e-05,9.4e-05,0.268845,3.9e-05,4.6e-05,0.563501
scenario_00725,1,5,pipe-5,8e-06,1.1e-05,1.0,0.014567,0.020096,0.993028,0.349965,0.431712,0.810049,0.364189,0.432434,0.323534,1.2e-05,1.6e-05,0.989805,6.9e-05,8.3e-05,0.355498,2.6e-05,3.3e-05,0.596799
scenario_00726,1,5,pipe-5,1.6e-05,2.3e-05,1.0,0.02933,0.054489,0.988851,0.439606,0.502035,0.754116,0.30162,0.368287,0.832546,2.2e-05,3.9e-05,0.984456,8.7e-05,9.8e-05,0.236291,8.4e-05,9.7e-05,0.121332
scenario_00727,1,5,pipe-5,2e-06,4e-06,1.0,0.002431,0.004139,0.997123,0.132661,0.161718,0.091621,0.064743,0.079947,0.864693,2e-06,4e-06,0.995224,2.8e-05,3.4e-05,-65.354057,5.3e-05,6.5e-05,-0.209338
scenario_00729,1,5,pipe-5,0.004478,0.012264,0.53819,0.020487,0.046287,0.707271,0.15012,0.188418,-0.208712,0.096218,0.134894,0.643554,1.4e-05,3e-05,0.746012,2.7e-05,3.4e-05,-625.287659,5.4e-05,6.6e-05,-0.275907
scenario_00728,1,5,pipe-5,0.002348,0.008106,0.999156,0.104964,0.182152,0.982837,0.648173,0.931338,0.797469,0.822316,1.454822,0.86224,7.1e-05,0.000126,0.972604,0.00011,0.00015,-42.745773,0.000179,0.000244,0.242463
scenario_00730,1,5,pipe-5,6e-06,1e-05,1.0,0.002068,0.003567,0.999509,0.264351,0.302946,0.21105,0.252037,0.305407,0.156114,2e-06,3e-06,0.999066,5.5e-05,6.2e-05,-1.774628,4.4e-05,5.4e-05,0.057044
scenario_00731,1,5,pipe-5,3e-06,5e-06,1.0,0.002388,0.004021,0.9984,0.149461,0.184536,0.092714,0.051259,0.066421,0.947953,2e-06,3e-06,0.997504,3.2e-05,3.9e-05,0.0,5.8e-05,7.2e-05,-0.202736
scenario_00732,1,5,pipe-5,5e-06,9e-06,1.0,0.02155,0.04276,0.991082,0.250646,0.270589,0.862385,0.246469,0.270975,0.701113,1.7e-05,3.5e-05,0.982028,5e-05,5.4e-05,-0.147178,6.7e-05,7.6e-05,-0.087103
scenario_00733,1,5,pipe-5,3e-06,6e-06,1.0,0.002469,0.00427,0.99776,0.140721,0.16836,0.065949,0.058227,0.071981,0.911006,2e-06,4e-06,0.996342,3e-05,3.5e-05,-5381.40625,5.5e-05,6.7e-05,-0.215637
scenario_00734,1,5,pipe-5,0.001758,0.006047,0.998305,0.037052,0.050221,0.994764,0.835603,1.376512,0.76168,0.618635,0.837706,0.633577,2.7e-05,3.7e-05,0.992355,0.000133,0.000212,0.478173,8.9e-05,0.000117,-0.390405
scenario_00735,1,5,pipe-5,4e-06,8e-06,1.0,0.002374,0.004097,0.997597,0.14464,0.169575,-0.249373,0.064497,0.076316,0.878829,2e-06,4e-06,0.996095,3.1e-05,3.6e-05,-59.825321,5.4e-05,6.5e-05,-0.2395
scenario_00736,1,5,pipe-5,1.3e-05,2.1e-05,1.0,0.038509,0.065426,0.99177,0.742841,1.08494,0.314209,0.983991,1.555383,0.786454,2.9e-05,4.7e-05,0.987292,0.000138,0.000198,-15.100784,0.00019,0.000248,0.228597
scenario_00737,1,5,pipe-5,7e-06,9e-06,1.0,0.009343,0.017135,0.990579,0.419655,0.466738,-0.722888,0.15953,0.204725,0.853599,8e-06,1.4e-05,0.986881,8.6e-05,9.6e-05,-51456.867188,0.000155,0.000177,-0.326325
scenario_00738,1,5,pipe-5,9e-06,1.3e-05,1.0,0.021049,0.037529,0.992729,0.253628,0.354968,0.923578,0.438458,0.510952,0.71445,1.6e-05,2.8e-05,0.990123,4.9e-05,6.9e-05,0.608295,0.000108,0.000123,0.381793
scenario_00739,1,5,pipe-5,8e-06,1.2e-05,1.0,0.019349,0.029998,0.993042,0.287287,0.345105,0.916384,0.448477,0.531322,0.592672,1.5e-05,2.3e-05,0.990119,5.7e-05,6.9e-05,0.559341,9.3e-05,0.000108,0.357807
scenario_00740,1,5,pipe-5,1.9e-05,2.9e-05,1.0,0.039932,0.08653,0.980016,0.484344,0.570825,0.733944,0.348554,0.422466,0.873836,2.8e-05,5.8e-05,0.973732,9.7e-05,0.000111,0.026216,0.000166,0.000182,0.051316
scenario_00741,1,5,pipe-5,5e-06,1e-05,1.0,0.005805,0.013536,0.995819,0.33837,0.413176,0.085561,0.135084,0.16537,0.917947,5e-06,1.1e-05,0.993657,7e-05,8.5e-05,-410.663116,0.000136,0.000166,-0.282254
