scenario_id,label_detection,label_pipe,group,P2_mae,P2_rmse,P2_r2,P3_mae,P3_rmse,P3_r2,P5_mae,P5_rmse,P5_r2,P6_mae,P6_rmse,P6_r2,Q2a_mae,Q2a_rmse,Q2a_r2,Q4a_mae,Q4a_rmse,Q4a_r2,Q5a_mae,Q5a_rmse,Q5a_r2
scenario_00317,1,2,pipe-2,5e-06,8e-06,1.0,0.006053,0.011838,0.990411,0.088961,0.168604,0.312725,0.090448,0.169837,0.489422,7.8e-05,9.2e-05,0.37107,1.8e-05,3.3e-05,-6288.740723,1.8e-05,3.4e-05,-2.362557
scenario_00318,1,2,pipe-2,1e-05,1.5e-05,1.0,0.013977,0.020107,0.996979,0.482287,0.633155,0.632928,0.296219,0.35156,0.574872,6.8e-05,8.2e-05,0.908364,9.4e-05,0.000121,-0.191881,5.9e-05,7e-05,-13.747721
scenario_00319,1,2,pipe-2,0.00305,0.01054,0.977729,0.024693,0.048764,0.971156,0.614969,0.718171,0.450201,0.829279,0.895281,-2.657301,7.7e-05,8.8e-05,0.843704,0.00012,0.000139,-0.798009,0.000166,0.000176,-31.673428
scenario_00320,1,2,pipe-2,1.8e-05,2.8e-05,1.0,0.030076,0.056587,0.989482,0.425407,0.524889,0.729024,0.307023,0.353759,0.826185,6e-05,7.7e-05,0.952519,8.4e-05,0.000104,0.150629,6.2e-05,7.1e-05,-0.600236
scenario_00321,1,2,pipe-2,5e-06,9e-06,1.0,0.002356,0.004002,0.999059,0.011319,0.017756,0.984302,0.015518,0.023862,0.967673,7.4e-05,9.1e-05,0.504644,3e-06,4e-06,0.237559,3e-06,5e-06,0.0
scenario_00322,1,2,pipe-2,1e-05,1.3e-05,1.0,0.098804,0.180708,0.981955,0.554567,0.916292,0.807397,0.789284,1.452556,0.867209,0.00013,0.000151,0.953461,8.8e-05,0.000146,-40.340412,0.000135,0.000235,0.493538
scenario_00323,1,2,pipe-2,6e-06,1e-05,1.0,0.002371,0.00408,0.999148,0.013556,0.015654,0.987953,0.016846,0.023235,0.972694,7.4e-05,9.1e-05,0.566047,3e-06,3e-06,-4.563207,3e-06,4e-06,0.0
scenario_00324,1,2,pipe-2,6e-06,1e-05,1.0,0.002175,0.00363,0.999639,0.141142,0.177943,0.731797,0.220008,0.256885,0.292896,7.7e-05,9.2e-05,0.621745,3e-05,3.7e-05,0.015962,4.6e-05,5.4e-05,-3.89831
scenario_00325,1,2,pipe-2,4e-06,7e-06,1.0,0.002373,0.003955,0.999339,0.02133,0.037143,0.94966,0.026467,0.048076,0.949267,7.4e-05,9.1e-05,0.613652,4e-06,8e-06,0.0,5e-06,1e-05,0.562687
scenario_00326,1,2,pipe-2,8e-06,1.2e-05,1.0,0.021512,0.042554,0.99118,0.196409,0.244433,0.888381,0.219266,0.247059,0.7532,6.5e-05,8.2e-05,0.902672,3.9e-05,5e-05,0.001445,4.2e-05,4.9e-05,-1.738855
scenario_00328,1,2,pipe-2,8e-06,1.1e-05,1.0,0.029039,0.041423,0.996871,0.856131,1.491107,0.714701,0.557489,0.774796,0.654747,5.6e-05,7e-05,0.978227,0.000142,0.000233,0.370195,0.000106,0.000146,-3.547348
scenario_00327,1,2,pipe-2,3e-06,5e-06,1.0,0.002582,0.00445,0.999049,0.014454,0.01857,0.983696,0.017269,0.022342,0.979726,7.4e-05,9.1e-05,0.574657,3e-06,4e-06,-55.852829,3e-06,4e-06,-0.034073
scenario_00329,1,2,pipe-2,4e-06,9e-06,1.0,0.002282,0.003929,0.999186,0.017093,0.023998,0.962231,0.015349,0.021594,0.974058,7.4e-05,9.1e-05,0.54424,4e-06,5e-06,-0.133765,3e-06,4e-06,0.0
scenario_00330,1,2,pipe-2,1.8e-05,2.5e-05,1.0,0.039961,0.066718,0.990425,0.691478,1.065591,0.357013,0.980503,1.555006,0.794918,8e-05,9e-05,0.938338,0.000129,0.000195,-14.509125,0.000157,0.000236,0.492134
scenario_00331,1,2,pipe-2,8e-06,1.3e-05,1.0,0.00741,0.013114,0.996145,0.09032,0.168728,0.487727,0.091616,0.169905,0.635497,0.000136,0.000162,0.42007,1.8e-05,3.3e-05,-6288.73584,1.8e-05,3.4e-05,-2.36256
scenario_00332,1,2,pipe-2,1.1e-05,1.8e-05,1.0,0.016349,0.025121,0.997229,0.479902,0.627894,0.694096,0.298604,0.356692,0.694505,0.000125,0.000152,0.830829,9.4e-05,0.000121,-0.191852,5.9e-05,7e-05,-13.748337
scenario_00333,1,2,pipe-2,1.1e-05,1.8e-05,1.0,0.01619,0.022816,0.996711,0.42448,0.544997,0.73124,0.308342,0.369222,0.550818,0.000128,0.000154,0.776441,8.4e-05,0.000106,-0.042212,6.2e-05,7.3e-05,-4.634787
scenario_00334,1,2,pipe-2,1.5e-05,3e-05,1.0,0.03592,0.074894,0.986416,0.419881,0.518339,0.751542,0.312686,0.360744,0.850753,0.000115,0.000144,0.88621,8.4e-05,0.000104,0.150613,6.2e-05,7.1e-05,-0.600148
scenario_00335,1,2,pipe-2,4e-06,9e-06,1.0,0.003903,0.007829,0.999007,0.01275,0.01857,0.994822,0.017068,0.025086,0.98997,0.000132,0.000161,0.543484,3e-06,4e-06,0.237577,3e-06,5e-06,0.0
scenario_00336,1,2,pipe-2,1e-05,1.3e-05,1.0,0.09745,0.180278,0.979368,0.553221,0.916088,0.788428,0.787865,1.452404,0.860139,0.000189,0.0002,0.895446,8.8e-05,0.000146,-40.340424,0.000135,0.000235,0.493538
scenario_00337,1,2,pipe-2,9e-06,1.8e-05,1.0,0.003885,0.007718,0.999108,0.014233,0.016132,0.996182,0.018366,0.024686,0.990931,0.000132,0.000161,0.576002,3e-06,3e-06,-4.563075,3e-06,4e-06,0.0
scenario_00338,1,2,pipe-2,4e-06,9e-06,1.0,0.003077,0.005204,0.999668,0.142104,0.178588,0.734169,0.220936,0.258021,0.457612,0.000135,0.000163,0.564752,3e-05,3.7e-05,0.015966,4.6e-05,5.4e-05,-3.898276
scenario_00339,1,2,pipe-2,7e-06,1.3e-05,1.0,0.003775,0.007459,0.999247,0.022723,0.037607,0.982228,0.02781,0.048452,0.97725,0.000132,0.000161,0.600911,4e-06,8e-06,0.0,5e-06,1e-05,0.562713
scenario_00340,1,2,pipe-2,1e-05,2e-05,1.0,0.024661,0.047055,0.990306,0.193904,0.240439,0.89945,0.222434,0.251395,0.762996,0.000122,0.000149,0.744175,3.9e-05,5e-05,0.001429,4.2e-05,4.9e-05,-1.738832
scenario_00342,1,2,pipe-2,8e-06,1.4e-05,1.0,0.031108,0.044789,0.997216,0.853906,1.489825,0.731943,0.559715,0.776632,0.699409,0.000114,0.00014,0.937735,0.000142,0.000233,0.370205,0.000106,0.000146,-3.547449
scenario_00341,1,2,pipe-2,5e-06,1.2e-05,1.0,0.004139,0.008422,0.998974,0.015187,0.018968,0.994832,0.018821,0.023923,0.992384,0.000131,0.000161,0.58073,3e-06,4e-06,-55.84972,3e-06,4e-06,-0.034053
scenario_00343,1,2,pipe-2,6e-06,1.4e-05,1.0,0.00379,0.00758,0.999125,0.018604,0.024644,0.98951,0.016852,0.022839,0.991815,0.000132,0.000161,0.564231,4e-06,5e-06,-0.133543,3e-06,4e-06,0.0
scenario_00344,1,2,pipe-2,1.3e-05,1.9e-05,1.0,0.039284,0.066038,0.988151,0.690554,1.06476,0.273732,0.981525,1.555469,0.782776,0.00014,0.000157,0.735935,0.000129,0.000195,-14.509133,0.000157,0.000236,0.492134
scenario_00345,1,2,pipe-2,6e-06,1.1e-05,1.0,0.005678,0.011736,0.98636,0.088964,0.168599,0.389613,0.090096,0.169827,0.489271,1.8e-05,2e-05,0.923768,1.8e-05,3.3e-05,-6288.78418,1.8e-05,3.4e-05,-2.362534
scenario_00346,1,2,pipe-2,6e-06,1e-05,1.0,0.012932,0.018537,0.996267,0.483313,0.635393,0.590922,0.295194,0.349432,0.467467,1e-05,1.2e-05,0.996235,9.4e-05,0.000121,-0.19186,5.9e-05,7e-05,-13.74817
scenario_00347,1,2,pipe-2,1.1e-05,1.5e-05,1.0,0.013401,0.019059,0.992894,0.427261,0.549607,0.644816,0.305538,0.365727,0.267378,1.3e-05,1.5e-05,0.991057,8.4e-05,0.000106,-0.042281,6.2e-05,7.3e-05,-4.63417
scenario_00348,1,2,pipe-2,1.5e-05,2.1e-05,1.0,0.026765,0.047665,0.99107,0.428471,0.528867,0.718502,0.303974,0.350255,0.809231,2e-05,2.7e-05,0.992186,8.4e-05,0.000104,0.150617,6.2e-05,7.1e-05,-0.600175
scenario_00349,1,2,pipe-2,3e-06,8e-06,1.0,0.001877,0.003428,0.996639,0.011534,0.017763,0.942185,0.015047,0.023635,0.854461,1.4e-05,1.7e-05,0.870749,3e-06,4e-06,0.237615,3e-06,5e-06,0.0
scenario_00351,1,2,pipe-2,2e-06,4e-06,1.0,0.001839,0.003428,0.997372,0.013901,0.015695,0.949849,0.016312,0.022853,0.88632,1.4e-05,1.7e-05,0.905383,3e-06,3e-06,-4.56535,3e-06,4e-06,0.0
scenario_00350,1,2,pipe-2,8e-06,1.2e-05,1.0,0.099856,0.181141,0.983337,0.555641,0.916476,0.818061,0.790328,1.452681,0.871344,7.6e-05,0.000126,0.972797,8.8e-05,0.000146,-40.340401,0.000135,0.000235,0.493538
scenario_00352,1,2,pipe-2,4e-06,9e-06,1.0,0.001965,0.003531,0.999476,0.141015,0.17787,0.760188,0.219846,0.256664,0.270033,1.6e-05,1.8e-05,0.96322,3e-05,3.7e-05,0.015964,4.6e-05,5.4e-05,-3.898312
scenario_00353,1,2,pipe-2,2e-06,4e-06,1.0,0.001869,0.003361,0.998337,0.021019,0.036995,0.853847,0.026029,0.048071,0.904332,1.4e-05,1.7e-05,0.931631,4e-06,8e-06,0.0,5e-06,1e-05,0.562654
scenario_00354,1,2,pipe-2,1.1e-05,2e-05,1.0,0.019905,0.040939,0.991875,0.19776,0.246473,0.884475,0.217639,0.245056,0.760353,2.1e-05,3.1e-05,0.986759,3.9e-05,5e-05,0.001437,4.2e-05,4.9e-05,-1.738831
scenario_00355,1,2,pipe-2,3e-06,5e-06,1.0,0.001903,0.003505,0.997603,0.014931,0.018608,0.935157,0.016589,0.021844,0.936756,1.4e-05,1.7e-05,0.909977,3e-06,4e-06,-55.869118,3e-06,4e-06,-0.034361
scenario_00356,1,2,pipe-2,1e-05,1.8e-05,1.0,0.027905,0.040227,0.99648,0.857464,1.492148,0.703523,0.556157,0.77353,0.623879,1.3e-05,1.8e-05,0.998128,0.000142,0.000233,0.370206,0.000106,0.000146,-3.547478
scenario_00357,1,2,pipe-2,3e-06,7e-06,1.0,0.001825,0.003428,0.997213,0.017317,0.024003,0.807343,0.014895,0.021437,0.879103,1.4e-05,1.7e-05,0.893519,4e-06,5e-06,-0.133767,3e-06,4e-06,0.0
scenario_00358,1,2,pipe-2,1.8e-05,2.6e-05,1.0,0.040784,0.067692,0.991506,0.692046,1.066406,0.403688,0.979788,1.554584,0.802029,3e-05,4.6e-05,0.987944,0.000129,0.000195,-14.509113,0.000157,0.000236,0.492133
scenario_00360,1,2,pipe-2,9e-06,1.3e-05,1.0,0.01453,0.021113,0.997138,0.481717,0.631805,0.650316,0.296789,0.352856,0.612325,2.9e-05,3.6e-05,0.98272,9.4e-05,0.000121,-0.191863,5.9e-05,7e-05,-13.748036
scenario_00359,1,2,pipe-2,8e-06,1.1e-05,1.0,0.006301,0.011992,0.992721,0.089207,0.168608,0.329139,0.090705,0.169857,0.517046,4e-05,4.5e-05,0.845988,1.8e-05,3.3e-05,-6288.73584,1.8e-05,3.4e-05,-2.36256
scenario_00361,1,2,pipe-2,1.1e-05,1.6e-05,1.0,0.014681,0.020172,0.995911,0.426086,0.547639,0.693813,0.306821,0.367204,0.434736,3.2e-05,3.7e-05,0.972307,8.4e-05,0.000106,-0.042272,6.2e-05,7.3e-05,-4.634371
scenario_00362,1,2,pipe-2,1.8e-05,2.7e-05,1.0,0.031802,0.061562,0.988531,0.424004,0.523173,0.734597,0.308324,0.355404,0.83334,3.4e-05,4.1e-05,0.986566,8.4e-05,0.000104,0.150625,6.2e-05,7.1e-05,-0.600218
scenario_00363,1,2,pipe-2,3e-06,7e-06,1.0,0.002762,0.004794,0.999118,0.011682,0.017889,0.989183,0.015924,0.024136,0.978223,3.5e-05,4.3e-05,0.885794,3e-06,4e-06,0.237571,3e-06,5e-06,0.0
scenario_00364,1,2,pipe-2,9e-06,1.3e-05,1.0,0.098249,0.18052,0.981349,0.554088,0.91621,0.802779,0.788698,1.45249,0.865456,9.2e-05,0.00013,0.965141,8.8e-05,0.000146,-40.340378,0.000135,0.000235,0.493538
scenario_00365,1,2,pipe-2,3e-06,7e-06,1.0,0.002789,0.004853,0.999194,0.013304,0.015729,0.991805,0.017274,0.023623,0.981091,3.5e-05,4.3e-05,0.900226,3e-06,3e-06,-4.564226,3e-06,4e-06,0.0
scenario_00366,1,2,pipe-2,5e-06,9e-06,1.0,0.002276,0.00374,0.999692,0.141305,0.178038,0.725933,0.220135,0.25702,0.326799,3.8e-05,4.5e-05,0.908476,3e-05,3.7e-05,0.015966,4.6e-05,5.4e-05,-3.898275
scenario_00367,1,2,pipe-2,4e-06,7e-06,1.0,0.002673,0.004537,0.999397,0.021631,0.037223,0.963921,0.026679,0.047973,0.960318,3.5e-05,4.3e-05,0.910797,4e-06,8e-06,0.0,5e-06,1e-05,0.56277
scenario_00368,1,2,pipe-2,1.7e-05,3.4e-05,1.0,0.022299,0.043868,0.990777,0.196023,0.243618,0.890735,0.220024,0.248052,0.753587,3.6e-05,4.2e-05,0.974598,3.9e-05,5e-05,0.00143,4.2e-05,4.9e-05,-1.738811
scenario_00370,1,2,pipe-2,6e-06,8e-06,1.0,0.029566,0.041999,0.997019,0.855878,1.491029,0.719371,0.557743,0.774939,0.667874,1.8e-05,2.6e-05,0.996878,0.000142,0.000233,0.37019,0.000106,0.000146,-3.547299
scenario_00369,1,2,pipe-2,1e-06,2e-06,1.0,0.002818,0.004947,0.999205,0.014086,0.018381,0.98916,0.017484,0.022442,0.985681,3.5e-05,4.3e-05,0.901869,3e-06,4e-06,-55.843639,3e-06,4e-06,-0.034314
scenario_00371,1,2,pipe-2,3e-06,9e-06,1.0,0.002684,0.004676,0.999233,0.017506,0.02418,0.975368,0.015759,0.021933,0.982367,3.5e-05,4.3e-05,0.894911,4e-06,5e-06,-0.133738,3e-06,4e-06,0.0
scenario_00372,1,2,pipe-2,1.4e-05,2.1e-05,1.0,0.039606,0.066412,0.989901,0.691232,1.065324,0.336121,0.980678,1.555141,0.791813,4.2e-05,5.5e-05,0.977189,0.000129,0.000195,-14.509176,0.000157,0.000236,0.492135
scenario_00373,1,2,pipe-2,5e-06,1e-05,1.0,0.008429,0.014956,0.996768,0.091287,0.168855,0.606856,0.092651,0.170089,0.71147,6.7e-05,7.8e-05,0.863743,1.8e-05,3.3e-05,-6288.777832,1.8e-05,3.4e-05,-2.362537
scenario_00374,1,2,pipe-2,1.2e-05,1.8e-05,1.0,0.018185,0.02961,0.996932,0.478063,0.62413,0.721264,0.300443,0.360478,0.734921,5.6e-05,6.8e-05,0.96581,9.4e-05,0.000121,-0.191858,5.9e-05,7e-05,-13.748196
scenario_00375,1,2,pipe-2,1e-05,1.6e-05,1.0,0.017573,0.025625,0.996822,0.423182,0.542995,0.753941,0.309712,0.370848,0.613735,5.9e-05,7e-05,0.95361,8.4e-05,0.000106,-0.042246,6.2e-05,7.3e-05,-4.634452
scenario_00376,1,2,pipe-2,2e-05,3.2e-05,1.0,0.039535,0.08625,0.984476,0.41643,0.514587,0.764928,0.316157,0.365555,0.860811,5.9e-05,7e-05,0.972659,8.4e-05,0.000104,0.150618,6.2e-05,7.1e-05,-0.600189
scenario_00377,1,2,pipe-2,5e-06,1.2e-05,1.0,0.005157,0.011375,0.998619,0.013887,0.020139,0.995919,0.018323,0.026728,0.992469,6.2e-05,7.7e-05,0.895974,3e-06,4e-06,0.237858,3e-06,5e-06,0.0
scenario_00378,1,2,pipe-2,1e-05,1.3e-05,1.0,0.096941,0.180112,0.977999,0.552661,0.915995,0.778696,0.787428,1.452345,0.856632,0.000122,0.000145,0.945436,8.8e-05,0.000146,-40.340435,0.000135,0.000235,0.493538
scenario_00379,1,2,pipe-2,7e-06,1.5e-05,1.0,0.004958,0.010976,0.998794,0.015224,0.017233,0.997077,0.019424,0.026146,0.993194,6.2e-05,7.7e-05,0.903008,3e-06,3e-06,-4.564048,3e-06,4e-06,0.0
scenario_00380,1,2,pipe-2,5e-06,1e-05,1.0,0.003819,0.007372,0.999525,0.142868,0.179051,0.756843,0.22171,0.258929,0.546794,6.6e-05,7.9e-05,0.897016,3e-05,3.7e-05,0.015962,4.6e-05,5.4e-05,-3.8983
scenario_00381,1,2,pipe-2,4e-06,9e-06,1.0,0.004841,0.010701,0.998946,0.023782,0.038387,0.987211,0.028854,0.049068,0.982985,6.2e-05,7.7e-05,0.908692,4e-06,8e-06,0.0,5e-06,1e-05,0.56277
scenario_00382,1,2,pipe-2,1.4e-05,2.4e-05,1.0,0.026645,0.050638,0.98979,0.192418,0.238255,0.906321,0.224387,0.254138,0.775446,5.5e-05,6.8e-05,0.945664,3.9e-05,5e-05,0.001427,4.2e-05,4.9e-05,-1.738804
scenario_00383,1,2,pipe-2,2e-06,5e-06,1.0,0.005131,0.011618,0.998687,0.016174,0.019961,0.996147,0.019835,0.025475,0.994096,6.2e-05,7.7e-05,0.904167,3e-06,4e-06,-55.833847,3e-06,4e-06,-0.034361
scenario_00384,1,2,pipe-2,1.2e-05,1.9e-05,1.0,0.032632,0.048297,0.997154,0.852385,1.488536,0.740441,0.561236,0.778367,0.718674,4.5e-05,5.8e-05,0.989361,0.000142,0.000233,0.370206,0.000106,0.000146,-3.547457
scenario_00385,1,2,pipe-2,7e-06,1.6e-05,1.0,0.004821,0.010787,0.998819,0.019619,0.025634,0.9926,0.017891,0.024248,0.993885,6.2e-05,7.7e-05,0.900171,4e-06,5e-06,-0.133529,3e-06,4e-06,0.0
scenario_00386,1,2,pipe-2,9e-06,1.5e-05,1.0,0.038914,0.065769,0.986977,0.690529,1.064622,0.230464,0.981365,1.555521,0.776644,7.2e-05,8.1e-05,0.930459,0.000129,0.000195,-14.509108,0.000157,0.000236,0.492133
scenario_00387,1,3,pipe-3,4e-06,6e-06,1.0,0.093251,0.109137,-0.17246,0.210683,0.245176,-0.395546,0.165905,0.207977,0.216545,8.1e-05,9.4e-05,-0.688673,4.4e-05,5e-05,-14320.06543,3.4e-05,4.2e-05,-4.255937
scenario_00388,1,3,pipe-3,8e-06,1e-05,1.0,0.087057,0.105312,0.888926,0.356224,0.508927,0.748844,0.427907,0.489958,0.055853,7e-05,8.4e-05,0.831208,6.9e-05,9.5e-05,0.254137,8.6e-05,9.7e-05,-27.614006
scenario_00389,1,3,pipe-3,9e-06,1.2e-05,1.0,0.090682,0.107624,0.795691,0.353436,0.436668,0.785171,0.438075,0.516455,-0.352303,7.4e-05,8.8e-05,0.680875,6.9e-05,8.4e-05,0.344582,8.9e-05,0.000103,-10.169236
scenario_00390,1,3,pipe-3,1.5e-05,2.4e-05,1.0,0.077073,0.096505,0.964733,0.440922,0.504324,0.746015,0.334128,0.399611,0.762733,6.2e-05,7.8e-05,0.937324,8.7e-05,9.8e-05,0.236328,6.7e-05,7.9e-05,-0.962479
scenario_00391,1,3,pipe-3,4e-06,9e-06,1.0,0.088158,0.107942,-1.143661,0.126941,0.154755,-1.305083,0.138993,0.170018,-2.437638,7.7e-05,9.4e-05,-2.687471,2.7e-05,3.3e-05,-60.121323,2.9e-05,3.6e-05,0.0
scenario_00392,1,3,pipe-3,1.3e-05,1.5e-05,1.0,0.170876,0.205539,0.978185,0.669378,0.934644,0.806277,0.852167,1.45988,0.86836,0.00013,0.000151,0.960696,0.000112,0.00015,-43.033421,0.000148,0.000237,0.485988
scenario_00393,1,3,pipe-3,3e-06,6e-06,1.0,0.088096,0.107919,-0.731215,0.128823,0.154267,-1.335953,0.140351,0.170269,-1.969524,7.6e-05,9.4e-05,-1.718827,2.7e-05,3.3e-05,-581.134644,3e-05,3.6e-05,0.0
scenario_00394,1,3,pipe-3,6e-06,1e-05,1.0,0.095536,0.115337,0.477613,0.25897,0.297202,0.291656,0.317122,0.378262,-0.585859,8e-05,9.6e-05,0.00644,5.4e-05,6.1e-05,-1.673348,6.6e-05,7.8e-05,-9.373001
scenario_00395,1,3,pipe-3,5e-06,8e-06,1.0,0.088235,0.108094,-0.239477,0.143848,0.177774,-1.004987,0.113759,0.146155,0.332506,7.6e-05,9.4e-05,-0.993511,3e-05,3.8e-05,0.0,2.4e-05,3.1e-05,-2.799051
scenario_00396,1,3,pipe-3,9e-06,1.3e-05,1.0,0.080044,0.100021,0.951251,0.248966,0.268322,0.863302,0.281191,0.320284,0.58427,6.6e-05,8.2e-05,0.903452,4.9e-05,5.3e-05,-0.124748,5.5e-05,6.3e-05,-3.539437
scenario_00397,1,3,pipe-3,2e-06,5e-06,1.0,0.087944,0.107748,-0.544994,0.135181,0.161637,-1.423724,0.132893,0.161649,-0.932255,7.6e-05,9.3e-05,-1.604052,2.9e-05,3.4e-05,-4973.228516,2.8e-05,3.4e-05,-62.028397
scenario_00398,1,3,pipe-3,1.5e-05,2.5e-05,1.0,0.075943,0.094675,0.981233,0.828278,1.38044,0.750525,0.660606,0.897522,0.512865,5.8e-05,7.2e-05,0.970126,0.000134,0.000213,0.474028,0.000126,0.000169,-5.02748
scenario_00399,1,3,pipe-3,1e-06,2e-06,1.0,0.088011,0.10781,-0.81315,0.138968,0.1627,-2.827766,0.138812,0.166341,-2.238919,7.6e-05,9.4e-05,-2.04511,2.9e-05,3.4e-05,-55.268055,2.9e-05,3.5e-05,0.0
scenario_00400,1,3,pipe-3,1.3e-05,2.1e-05,1.0,0.102734,0.114767,0.974825,0.740595,1.085045,0.362192,1.011857,1.557264,0.798393,8.3e-05,9.3e-05,0.950838,0.000138,0.000198,-15.066067,0.000164,0.000236,0.489119
scenario_00401,1,3,pipe-3,5e-06,9e-06,1.0,0.233209,0.280244,-1.725205,0.405302,0.450384,-2.773483,0.360524,0.398715,-1.068492,0.000197,0.000237,-3.018828,8.4e-05,9.3e-05,-48380.4375,7.4e-05,8.2e-05,-18.615015
scenario_00402,1,3,pipe-3,8e-06,1.3e-05,1.0,0.236463,0.288046,0.554497,0.259039,0.367759,0.894255,0.637563,0.732222,-0.310731,0.000185,0.000226,0.323261,5e-05,7e-05,0.598891,0.000126,0.000143,-60.33543
scenario_00404,1,3,pipe-3,2.1e-05,3e-05,1.0,0.223936,0.273358,0.795881,0.484757,0.56314,0.705167,0.508251,0.57415,0.616285,0.000174,0.000214,0.636762,9.6e-05,0.00011,0.05251,9.6e-05,0.000109,-2.764992
scenario_00403,1,3,pipe-3,6e-06,1.2e-05,1.0,0.241096,0.291525,0.313194,0.28678,0.347483,0.889996,0.646849,0.763966,-0.950647,0.000193,0.000233,-0.060765,5.7e-05,6.9e-05,0.560404,0.000128,0.00015,-22.594194
scenario_00406,1,3,pipe-3,8e-06,1.2e-05,1.0,0.311666,0.324965,0.936865,0.858391,1.006819,0.746643,1.038938,1.50054,0.851424,0.000247,0.000259,0.861387,0.000151,0.000169,-54.416882,0.000186,0.000247,0.440005
scenario_00405,1,3,pipe-3,3e-06,7e-06,1.0,0.228389,0.279728,-0.953054,0.322474,0.393638,-1.465529,0.334527,0.40903,-1.831621,0.000194,0.000238,-2.206796,6.7e-05,8.1e-05,-377.931976,6.9e-05,8.5e-05,0.0
scenario_00407,1,3,pipe-3,5e-06,8e-06,1.0,0.228403,0.279798,-0.777137,0.324382,0.393292,-1.403747,0.33591,0.409411,-1.643894,0.000194,0.000238,-1.821754,6.7e-05,8.1e-05,-3629.31665,7e-05,8.5e-05,0.0
scenario_00408,1,3,pipe-3,4e-06,9e-06,1.0,0.243229,0.296258,-0.477099,0.461475,0.527282,-1.32923,0.519628,0.604284,-2.03429,0.000199,0.000242,-1.50024,9.3e-05,0.000106,-7.016957,0.000106,0.000122,-24.246325
scenario_00409,1,3,pipe-3,4e-06,8e-06,1.0,0.229005,0.280557,-0.574068,0.339676,0.416198,-1.292861,0.309588,0.381445,-0.471758,0.000194,0.000237,-1.518637,7e-05,8.6e-05,0.0,6.4e-05,7.9e-05,-23.668726
scenario_00410,1,3,pipe-3,6e-06,9e-06,1.0,0.220855,0.26875,0.665271,0.388005,0.432561,0.670204,0.467939,0.519922,-0.031794,0.000178,0.000217,0.311189,7.5e-05,8.5e-05,-1.869459,9.2e-05,0.000102,-10.657228
scenario_00411,1,3,pipe-3,2e-06,4e-06,1.0,0.228371,0.279775,-0.70234,0.330841,0.400734,-1.441695,0.328554,0.400552,-1.254651,0.000194,0.000237,-1.776835,6.8e-05,8.3e-05,-29364.390625,6.8e-05,8.3e-05,-370.588898
scenario_00412,1,3,pipe-3,1e-05,1.6e-05,1.0,0.233172,0.286705,0.873323,0.811812,1.232805,0.816374,0.825945,1.118188,0.373269,0.000173,0.000213,0.800873,0.000134,0.000189,0.583739,0.000156,0.000207,-8.08889
scenario_00413,1,3,pipe-3,5e-06,1e-05,1.0,0.228135,0.279472,-0.809,0.334414,0.401169,-1.95891,0.334257,0.405236,-1.735429,0.000194,0.000237,-1.951919,6.9e-05,8.3e-05,-326.571167,6.9e-05,8.4e-05,0.0
scenario_00414,1,3,pipe-3,1.4e-05,2e-05,1.0,0.253035,0.287249,0.796072,0.90031,1.15575,0.15157,1.155883,1.592345,0.773199,0.000204,0.000233,0.580413,0.000168,0.000213,-17.502813,0.000193,0.000245,0.448762
scenario_00415,1,3,pipe-3,6e-06,1.2e-05,1.0,0.430164,0.521718,-1.495618,0.681675,0.775191,-3.095292,0.636898,0.720448,-1.80319,0.000354,0.000429,-2.87423,0.000136,0.000155,-134886.484375,0.000127,0.000143,-59.262775
scenario_00416,1,3,pipe-3,1.2e-05,2.1e-05,1.0,0.445655,0.544601,0.19685,0.343263,0.428891,0.892714,0.934299,1.08786,-0.654436,0.00034,0.000416,-0.218972,6.5e-05,8.2e-05,0.453113,0.000179,0.000206,-126.212013
scenario_00417,1,3,pipe-3,1.1e-05,1.8e-05,1.0,0.451865,0.55018,-0.091945,0.387037,0.494487,0.834496,0.941965,1.120276,-1.374395,0.000352,0.000428,-0.680451,7.2e-05,9.5e-05,0.167731,0.000181,0.000214,-46.854519
scenario_00418,1,3,pipe-3,2e-05,3.4e-05,1.0,0.429519,0.525397,0.518495,0.689497,0.79485,0.503217,0.805331,0.894372,0.339591,0.000324,0.000399,0.148745,0.000127,0.00015,-0.775771,0.000149,0.000164,-7.518644
scenario_00419,1,3,pipe-3,7e-06,1.5e-05,1.0,0.426013,0.522093,-0.904371,0.600173,0.733766,-1.503588,0.612228,0.749151,-1.687858,0.000351,0.000431,-2.08641,0.00012,0.000146,-1225.92688,0.000123,0.00015,0.0
scenario_00420,1,3,pipe-3,9e-06,1.2e-05,1.0,0.509384,0.543318,0.782704,1.126596,1.181902,0.585186,1.307144,1.614641,0.810876,0.000403,0.000437,0.495423,0.000203,0.000208,-83.303833,0.000238,0.000273,0.313997
scenario_00421,1,3,pipe-3,6e-06,1.2e-05,1.0,0.426068,0.522211,-0.806983,0.602176,0.733553,-1.457154,0.613704,0.749687,-1.586359,0.000352,0.000431,-1.872672,0.00012,0.000146,-11769.194336,0.000123,0.00015,0.0
scenario_00422,1,3,pipe-3,6e-06,1e-05,1.0,0.4505,0.550312,-0.830966,0.748383,0.870426,-2.855834,0.806535,0.943961,-2.606508,0.000358,0.000438,-1.976383,0.000146,0.000169,-19.386539,0.000159,0.000185,-56.511948
